date,division,Patients,max temp,min temp,rainfall,humidity
1/1/2022,Barishal,1,24.2,15.2,0,76
1/2/2022,Barishal,0,23.8,14.4,0,79
1/3/2022,Barishal,0,23.9,14.5,0,81
1/4/2022,Barishal,1,24.2,14.1,0,77
1/5/2022,Barishal,0,24.3,14.1,0,82
1/6/2022,Barishal,0,25,14.3,0,82
1/7/2022,Barishal,0,25.6,15.6,0,78
1/8/2022,Barishal,0,26.2,15.7,0,75
1/9/2022,Barishal,0,26.4,15.5,0,74
1/10/2022,Barishal,0,26.8,15.7,0,76
1/11/2022,Barishal,0,27.1,16.8,0,73
1/12/2022,Barishal,1,23.3,18.4,3.4,83
1/13/2022,Barishal,0,24.9,16.5,0,84
1/14/2022,Barishal,0,21.9,17.1,1.5,82
1/15/2022,Barishal,0,23.1,16.2,0,76
1/16/2022,Barishal,0,24.3,14.6,0,69
1/17/2022,Barishal,0,23.9,13,0,72
1/18/2022,Barishal,0,24.2,13.6,0,77
1/19/2022,Barishal,0,24.2,14.1,0,77
1/20/2022,Barishal,0,23.5,13.4,0,75
1/21/2022,Barishal,0,24.7,14,0.2,72
1/22/2022,Barishal,0,24.3,15.7,1.2,78
1/23/2022,Barishal,0,25.5,15.9,0.5,77
1/24/2022,Barishal,0,20.4,16.8,3.3,88
1/25/2022,Barishal,0,24.6,15.3,0.2,82
1/26/2022,Barishal,0,25.1,17.9,1,80
1/27/2022,Barishal,0,23.6,15.6,0.6,78
1/28/2022,Barishal,0,22.4,13.6,0,66
1/29/2022,Barishal,0,21.1,12,0,68
1/30/2022,Barishal,0,22.8,11.4,0,73
1/31/2022,Barishal,0,23.9,12.2,0,72
2/1/2022,Barishal,0,25.6,15.2,0.5,80
2/2/2022,Barishal,0,25.8,14.4,0.3,84
2/3/2022,Barishal,0,26.4,16.6,0,81
2/4/2022,Barishal,0,27.3,16.6,5.4,78
2/5/2022,Barishal,0,23.9,15.6,5.1,76
2/6/2022,Barishal,0,22.6,12.5,0,68
2/7/2022,Barishal,0,23.6,12.9,0,76
2/8/2022,Barishal,0,24.4,13.7,0,74
2/9/2022,Barishal,0,25.5,13.8,0,75
2/10/2022,Barishal,0,25.6,16.4,0,75
2/11/2022,Barishal,0,24.9,15.2,0.2,81
2/12/2022,Barishal,3,24.4,15.1,0,66
2/13/2022,Barishal,0,25.7,14.4,0,62
2/14/2022,Barishal,2,26.7,14.3,0,63
2/15/2022,Barishal,0,26.8,13.5,0,64
2/16/2022,Barishal,0,27.3,13.7,0,59
2/17/2022,Barishal,0,27.9,13.9,0,58
2/18/2022,Barishal,0,27.8,16.1,0,54
2/19/2022,Barishal,0,28.3,14.4,0,54
2/20/2022,Barishal,0,27.5,14.6,7.5,74
2/21/2022,Barishal,0,27.5,16.9,0,74
2/22/2022,Barishal,0,27.5,16.6,0,75
2/23/2022,Barishal,0,28.3,16.9,0.2,76
2/24/2022,Barishal,0,29,17.1,0,78
2/25/2022,Barishal,0,30.1,16.8,0,73
2/26/2022,Barishal,0,30.7,18.5,0,69
2/27/2022,Barishal,0,30.9,17.9,0.9,66
2/28/2022,Barishal,0,31,19.4,0,69
3/1/2022,Barishal,0,31.4,19,0,63
3/2/2022,Barishal,0,30.9,19.5,0,56
3/3/2022,Barishal,0,31.9,17.9,0,62
3/4/2022,Barishal,0,31.8,18.8,0,55
3/5/2022,Barishal,0,33.1,19.1,0,55
3/6/2022,Barishal,0,32.1,18.7,0,57
3/7/2022,Barishal,0,32.7,18.7,0,56
3/8/2022,Barishal,0,33.2,19.1,0,56
3/9/2022,Barishal,0,33.2,19.8,0,57
3/10/2022,Barishal,0,33.4,18.7,0,54
3/11/2022,Barishal,0,33.4,19,0,52
3/12/2022,Barishal,0,33.5,19.3,0,53
3/13/2022,Barishal,0,34.5,19.4,0,53
3/14/2022,Barishal,0,34.1,19.4,0,56
3/15/2022,Barishal,0,34.9,20.4,0,53
3/16/2022,Barishal,0,35.6,19.7,0,58
3/17/2022,Barishal,0,35.3,20.4,0,62
3/18/2022,Barishal,0,36.2,21.2,0,54
3/19/2022,Barishal,0,36.2,21.1,0,55
3/20/2022,Barishal,0,35.1,20.6,0,61
3/21/2022,Barishal,0,34.8,21.3,0,70
3/22/2022,Barishal,0,35.6,22.4,0,71
3/23/2022,Barishal,0,36.9,23.5,0,68
3/24/2022,Barishal,0,34.6,24.3,0.2,73
3/25/2022,Barishal,0,34,24.7,0.6,71
3/26/2022,Barishal,0,33.2,26.1,7.9,73
3/27/2022,Barishal,0,34.2,24.3,5,80
3/28/2022,Barishal,0,36,24,1,76
3/29/2022,Barishal,0,34.4,24.9,3.5,78
3/30/2022,Barishal,0,34.1,25.3,1.1,75
3/31/2022,Barishal,0,33.9,24.7,0.7,75
4/1/2022,Barishal,0,33.6,25.5,0.1,73
4/2/2022,Barishal,0,34.7,25.9,0.8,70
4/3/2022,Barishal,0,33.2,24.8,1.6,76
4/4/2022,Barishal,0,34,26,0.2,69
4/5/2022,Barishal,0,34.7,25.3,0,69
4/6/2022,Barishal,0,35.3,25.3,0.1,71
4/7/2022,Barishal,0,36.5,24.4,0,71
4/8/2022,Barishal,0,35.7,24.2,0,73
4/9/2022,Barishal,0,35,24.8,0.1,74
4/10/2022,Barishal,0,34.9,25,0.4,74
4/11/2022,Barishal,0,34.7,26.2,0.5,73
4/12/2022,Barishal,0,35.6,26.2,0.3,71
4/13/2022,Barishal,0,34.4,25.1,0.1,73
4/14/2022,Barishal,0,34.7,26.6,0,74
4/15/2022,Barishal,0,35.7,26.8,0,74
4/16/2022,Barishal,0,34.5,26.9,0.2,73
4/17/2022,Barishal,0,36,26.4,0,71
4/18/2022,Barishal,0,35.5,26.4,0,73
4/19/2022,Barishal,0,35.9,26.3,0.1,71
4/20/2022,Barishal,0,34.2,23.9,11.5,78
4/21/2022,Barishal,0,30.3,24.3,3.3,82
4/22/2022,Barishal,0,32.7,25.3,4.3,83
4/23/2022,Barishal,0,35.9,26.2,1,76
4/24/2022,Barishal,0,36.5,26.3,0,77
4/25/2022,Barishal,0,37,26.3,0,76
4/26/2022,Barishal,0,36.3,26.4,0,76
4/27/2022,Barishal,0,36.5,26,0.1,74
4/28/2022,Barishal,0,38.3,25.6,0,73
4/29/2022,Barishal,0,37.4,26.1,0,74
4/30/2022,Barishal,0,37.2,24.4,4.1,70
5/1/2022,Barishal,0,36.4,24.3,8.2,71
5/2/2022,Barishal,0,33.6,24.7,9.4,78
5/3/2022,Barishal,0,29.8,24.1,14.6,86
5/4/2022,Barishal,0,30.1,23.5,18.2,84
5/5/2022,Barishal,0,30.7,22.6,12.5,84
5/6/2022,Barishal,0,31.6,24.3,3.2,83
5/7/2022,Barishal,0,32.3,25.3,0.1,82
5/8/2022,Barishal,0,33.2,24.9,0,76
5/9/2022,Barishal,0,27.9,25.1,33.9,91
5/10/2022,Barishal,0,29.7,24.7,3.6,87
5/11/2022,Barishal,0,30.5,25.7,4.9,87
5/12/2022,Barishal,0,31.9,25.1,4.2,83
5/13/2022,Barishal,0,31.6,27.2,4.5,79
5/14/2022,Barishal,0,32.7,27.8,0.2,77
5/15/2022,Barishal,0,33.4,27.7,0,77
5/16/2022,Barishal,0,33.7,27.8,0.4,77
5/17/2022,Barishal,0,33.5,27.7,0.9,77
5/18/2022,Barishal,0,33.9,27.5,9.6,79
5/19/2022,Barishal,0,32.6,27.7,5.7,82
5/20/2022,Barishal,0,32.3,27.4,4.4,79
5/21/2022,Barishal,0,34.8,27.1,1.6,77
5/22/2022,Barishal,0,33.6,27.4,6.5,81
5/23/2022,Barishal,0,32.3,26.3,5.8,80
5/24/2022,Barishal,0,33.3,25.5,0,76
5/25/2022,Barishal,0,33.8,25.8,2,81
5/26/2022,Barishal,0,32.7,24.8,2.9,81
5/27/2022,Barishal,0,32.5,24.7,42.7,88
5/28/2022,Barishal,0,33,26.5,3,85
5/29/2022,Barishal,0,32.7,27.1,9.4,85
5/30/2022,Barishal,0,31.9,24.9,6.1,84
5/31/2022,Barishal,0,32.2,24.7,7.7,84
6/1/2022,Barishal,0,31.4,25.5,14.2,84
6/2/2022,Barishal,0,31.1,24.6,15.1,87
6/3/2022,Barishal,0,30.4,26.6,9,86
6/4/2022,Barishal,0,32,27.2,0.7,83
6/5/2022,Barishal,0,33.3,26.5,1.6,81
6/6/2022,Barishal,0,33.9,27.2,1.4,78
6/7/2022,Barishal,0,33.2,27.4,5.1,78
6/8/2022,Barishal,0,32.6,27.4,1.3,78
6/9/2022,Barishal,0,32.6,26.5,6.6,84
6/10/2022,Barishal,0,32.5,27.2,1.3,81
6/11/2022,Barishal,0,32.2,26.7,3.9,78
6/12/2022,Barishal,0,33.4,27.9,0.6,77
6/13/2022,Barishal,0,33.5,28.1,4.1,79
6/14/2022,Barishal,0,31.9,28.2,7.7,79
6/15/2022,Barishal,0,33,27.6,13.9,81
6/16/2022,Barishal,0,30.4,27.1,7.4,85
6/17/2022,Barishal,0,29.8,25.8,13.9,85
6/18/2022,Barishal,0,28.8,25.5,34.4,90
6/19/2022,Barishal,0,28.7,25.5,42.1,89
6/20/2022,Barishal,0,27.5,24.4,37.1,92
6/21/2022,Barishal,0,28.8,23.9,29.9,90
6/22/2022,Barishal,0,30.6,23.9,14.6,85
6/23/2022,Barishal,0,30.3,25.8,3.3,84
6/24/2022,Barishal,0,30.3,25.8,2,84
6/25/2022,Barishal,0,30.2,25.7,2.5,82
6/26/2022,Barishal,0,31.2,25.8,1.7,81
6/27/2022,Barishal,0,31.9,26.4,1.4,82
6/28/2022,Barishal,0,31.1,26.8,7.5,83
6/29/2022,Barishal,0,30.5,26.3,6.9,85
6/30/2022,Barishal,0,29.9,25.9,7.7,87
7/1/2022,Barishal,0,30.5,24.7,29.1,88
7/2/2022,Barishal,0,30.5,25.5,2.2,85
7/3/2022,Barishal,4,30.3,25.9,13.8,85
7/4/2022,Barishal,0,31.2,25.8,5.5,84
7/5/2022,Barishal,0,30.9,26.6,2.8,84
7/6/2022,Barishal,0,30.8,25.9,8.4,84
7/7/2022,Barishal,0,31.6,25.9,5.6,83
7/8/2022,Barishal,0,31.7,25.9,1.6,82
7/9/2022,Barishal,0,31.3,25,1.7,81
7/10/2022,Barishal,0,31.2,26.7,1,82
7/11/2022,Barishal,0,30.9,26.8,2.6,81
7/12/2022,Barishal,0,31.5,26.7,1.5,81
7/13/2022,Barishal,0,31.6,26.7,1.5,80
7/14/2022,Barishal,0,31.7,26.1,1.8,80
7/15/2022,Barishal,0,31.3,27.3,1.5,80
7/16/2022,Barishal,4,31.5,27.1,4.1,81
7/17/2022,Barishal,1,30.9,27.1,4.1,82
7/18/2022,Barishal,2,31.5,26.8,3.1,81
7/19/2022,Barishal,0,31.6,26.5,4.9,83
7/20/2022,Barishal,0,31,26.7,8.5,86
7/21/2022,Barishal,1,32,26,3.7,83
7/22/2022,Barishal,0,32.4,26.1,1.7,82
7/23/2022,Barishal,0,29.7,26.6,26.5,87
7/24/2022,Barishal,0,30,25.9,11.3,87
7/25/2022,Barishal,0,29.6,24.8,31.9,90
7/26/2022,Barishal,3,30.5,25.8,8.9,89
7/27/2022,Barishal,0,32.1,25.3,1.3,83
7/28/2022,Barishal,0,32.2,25.9,3.5,85
7/29/2022,Barishal,0,32.6,25.8,0.7,84
7/30/2022,Barishal,0,34,27,0.4,78
7/31/2022,Barishal,0,33.6,26.9,2.2,79
8/1/2022,Barishal,0,33.1,27,5.3,84
8/2/2022,Barishal,0,31.3,26.3,9.9,87
8/3/2022,Barishal,0,31.5,27.2,6.5,87
8/4/2022,Barishal,0,31.7,26.1,3.9,84
8/5/2022,Barishal,0,32.4,26.4,10.2,82
8/6/2022,Barishal,0,31.3,26.7,4.9,83
8/7/2022,Barishal,0,32.3,26.3,2.8,82
8/8/2022,Barishal,0,31.1,26.1,7.6,84
8/9/2022,Barishal,0,29.5,25.7,8.1,85
8/10/2022,Barishal,0,27.9,25.5,15.4,90
8/11/2022,Barishal,0,26.8,24.6,39,94
8/12/2022,Barishal,0,31,24.8,1.7,85
8/13/2022,Barishal,1,30.7,26.1,3.3,85
8/14/2022,Barishal,1,28,25.5,16.8,89
8/15/2022,Barishal,1,30.1,26.2,1,84
8/16/2022,Barishal,1,32.3,25.6,1.2,85
8/17/2022,Barishal,1,32.4,26.4,2.4,86
8/18/2022,Barishal,0,35.2,26.9,17.2,83
8/19/2022,Barishal,0,28.1,25.7,14.8,87
8/20/2022,Barishal,6,31.2,25.2,10.9,83
8/21/2022,Barishal,0,31.6,25.9,5.6,83
8/22/2022,Barishal,2,32.3,26,6.2,87
8/23/2022,Barishal,0,29.6,25.5,28.2,88
8/24/2022,Barishal,0,29.9,25.8,5,83
8/25/2022,Barishal,4,32.2,25,0.5,81
8/26/2022,Barishal,0,33.1,25.2,0,81
8/27/2022,Barishal,3,31.6,26.7,1.6,85
8/28/2022,Barishal,4,31.7,26.6,3.2,83
8/29/2022,Barishal,2,32.5,25.8,1.5,84
8/30/2022,Barishal,4,33.3,25.7,0.4,80
8/31/2022,Barishal,5,32.8,26.5,1.1,82
9/1/2022,Barishal,4,32.5,26.8,6.1,84
9/2/2022,Barishal,0,32.3,26.7,4.5,83
9/3/2022,Barishal,2,33.2,26.9,5.9,84
9/4/2022,Barishal,10,32.8,27.2,7.3,84
9/5/2022,Barishal,6,31,26.3,4.3,87
9/6/2022,Barishal,9,31.3,26.3,11.7,87
9/7/2022,Barishal,6,32.5,26.3,1.3,85
9/8/2022,Barishal,20,32.9,26.9,0.1,80
9/9/2022,Barishal,0,32.6,26.6,3.1,82
9/10/2022,Barishal,8,30.1,25.4,19.3,87
9/11/2022,Barishal,11,28.4,24.8,45.9,93
9/12/2022,Barishal,18,26.2,24.3,58.6,94
9/13/2022,Barishal,15,27.4,24,54.3,94
9/14/2022,Barishal,8,26.5,24.2,40.6,94
9/15/2022,Barishal,8,30.3,24,13.4,89
9/16/2022,Barishal,0,31.1,24.3,24.4,89
9/17/2022,Barishal,17,31.7,24.7,14.3,88
9/18/2022,Barishal,11,31.5,25.8,1.1,88
9/19/2022,Barishal,19,29,26.3,9.8,86
9/20/2022,Barishal,13,29.9,25.9,3.7,83
9/21/2022,Barishal,17,30.5,25.9,3.6,83
9/22/2022,Barishal,17,31,25.7,6,86
9/23/2022,Barishal,1,31.1,25.6,1.1,83
9/24/2022,Barishal,9,31.5,25.2,6,85
9/25/2022,Barishal,19,30.7,25.4,13.2,86
9/26/2022,Barishal,14,31.3,26,13.8,88
9/27/2022,Barishal,17,31.1,25.2,12.3,88
9/28/2022,Barishal,19,30.5,25.4,5.8,89
9/29/2022,Barishal,21,32.4,26.1,0.4,85
9/30/2022,Barishal,2,33.6,26.4,0,81
10/1/2022,Barishal,17,32.3,25.7,18.5,89
10/2/2022,Barishal,44,28,25.7,15.7,91
10/3/2022,Barishal,23,27.2,24.8,27.4,92
10/4/2022,Barishal,24,30.8,24.7,12.1,87
10/5/2022,Barishal,6,31.2,26,5.3,86
10/6/2022,Barishal,35,30.9,25.3,15.4,88
10/7/2022,Barishal,1,31.7,24.9,0,82
10/8/2022,Barishal,42,32,25.3,1.1,84
10/9/2022,Barishal,9,31.7,25.7,4.1,85
10/10/2022,Barishal,51,30.4,25.6,1.8,87
10/11/2022,Barishal,34,30.8,25.3,7.1,89
10/12/2022,Barishal,49,30.5,25,7.6,88
10/13/2022,Barishal,40,30.7,25.2,10.3,87
10/14/2022,Barishal,20,30.6,24.9,11.2,87
10/15/2022,Barishal,51,31.2,25.3,0,83
10/16/2022,Barishal,47,31.5,24.4,0,77
10/17/2022,Barishal,68,31.5,24.1,0,80
10/18/2022,Barishal,44,31.1,24.8,6.1,84
10/19/2022,Barishal,42,29.5,25.1,12.4,86
10/20/2022,Barishal,72,31.6,24.3,0,75
10/21/2022,Barishal,10,31.9,23.9,0,76
10/22/2022,Barishal,82,32.8,24.2,0,76
10/23/2022,Barishal,75,28.5,24.2,10.8,87
10/24/2022,Barishal,48,26.3,21.8,93.1,92
10/25/2022,Barishal,16,28.1,21.6,0.5,82
10/26/2022,Barishal,54,29.9,21.2,0,81
10/27/2022,Barishal,76,28.6,21.3,0.3,82
10/28/2022,Barishal,7,29.1,21.2,0,75
10/29/2022,Barishal,91,29.4,20,0,78
10/30/2022,Barishal,57,30.1,20.8,0,78
10/31/2022,Barishal,75,30.8,22.1,0,81
11/1/2022,Barishal,51,31.1,23.4,0,81
11/2/2022,Barishal,72,30.4,23.4,0,78
11/3/2022,Barishal,60,29.1,22,0,78
11/4/2022,Barishal,21,28.6,20.1,0,74
11/5/2022,Barishal,69,29,21.6,0,74
11/6/2022,Barishal,65,29.2,19.7,0,79
11/7/2022,Barishal,69,29,20.5,0,77
11/8/2022,Barishal,52,28.6,19.2,0,72
11/9/2022,Barishal,53,28.9,19,0,76
11/10/2022,Barishal,53,29,20.3,0,75
11/11/2022,Barishal,6,28.6,19.9,0,75
11/12/2022,Barishal,20,28.4,20.1,0,74
11/13/2022,Barishal,62,28.3,19.2,0,72
11/14/2022,Barishal,60,27.7,19.1,0,74
11/15/2022,Barishal,43,27.5,18,0,77
11/16/2022,Barishal,43,27.7,18.2,0,80
11/17/2022,Barishal,34,28.1,18.8,0,75
11/18/2022,Barishal,4,27.8,19.1,0,70
11/19/2022,Barishal,31,28.2,18.3,0,73
11/20/2022,Barishal,46,29.7,20.6,0,72
11/21/2022,Barishal,33,28.9,21.2,0,70
11/22/2022,Barishal,34,27.4,19,0,69
11/23/2022,Barishal,35,27.4,17.4,0,73
11/24/2022,Barishal,38,27.2,17.5,0,71
11/25/2022,Barishal,0,27.8,18,0,77
11/26/2022,Barishal,38,27.7,17.3,0,77
11/27/2022,Barishal,24,27.9,16.9,0,74
11/28/2022,Barishal,19,28.8,18.6,0,74
11/29/2022,Barishal,18,28.5,21.4,0,71
11/30/2022,Barishal,20,30,21.8,0,70
12/1/2022,Barishal,20,28.7,20.4,0,67
12/2/2022,Barishal,3,27.9,18.1,0,71
12/3/2022,Barishal,16,27.2,17.4,0,70
12/4/2022,Barishal,11,26.8,16.4,0,72
12/5/2022,Barishal,12,27.1,17.4,0,75
12/6/2022,Barishal,9,27.1,16.7,0,75
12/7/2022,Barishal,18,26.5,17.3,0,74
12/8/2022,Barishal,10,26.2,16.8,0,74
12/9/2022,Barishal,4,26.4,16,0,73
12/10/2022,Barishal,11,26.4,15.4,0,76
12/11/2022,Barishal,15,26.7,16.3,0,74
12/12/2022,Barishal,19,27.1,16.1,0,75
12/13/2022,Barishal,10,27,16.6,0,75
12/14/2022,Barishal,9,27.5,17.2,0,77
12/15/2022,Barishal,6,25.8,16.6,0,77
12/16/2022,Barishal,0,25.1,14.7,0,75
12/17/2022,Barishal,11,25.5,14.6,0,77
12/18/2022,Barishal,7,25.9,15.6,0,76
12/19/2022,Barishal,10,25.2,14.3,0,79
12/20/2022,Barishal,3,25.9,14.5,0,77
12/21/2022,Barishal,3,25.6,15.5,0,78
12/22/2022,Barishal,3,25.7,15.8,0,79
12/23/2022,Barishal,0,25.8,16.2,0,75
12/24/2022,Barishal,5,25.2,13.8,0,72
12/25/2022,Barishal,0,27,14.2,0,72
12/26/2022,Barishal,10,27.9,15.7,0,79
12/27/2022,Barishal,3,26.4,16.9,3.6,89
12/28/2022,Barishal,4,26.1,18.5,0.7,86
12/29/2022,Barishal,7,24.7,15.5,0,75
12/30/2022,Barishal,0,23.9,13.8,0,75
12/31/2022,Barishal,2,24.4,15.2,0,77
1/1/2023,Barishal,6,24.8,14.5,0,77
1/2/2023,Barishal,3,25.1,15.2,0,77
1/3/2023,Barishal,5,24.3,14.8,0,74
1/4/2023,Barishal,4,23.7,14.4,0,78
1/5/2023,Barishal,1,23.3,14,0,82
1/6/2023,Barishal,1,23,12.7,0,82
1/7/2023,Barishal,0,22.4,12.3,0,84
1/8/2023,Barishal,10,24.2,13.2,0,87
1/9/2023,Barishal,2,25.7,15.1,0,82
1/10/2023,Barishal,0,25.8,15.4,0,79
1/11/2023,Barishal,0,24.5,13.8,0,76
1/12/2023,Barishal,1,23.8,11.8,0,72
1/13/2023,Barishal,0,26.3,13.1,0,76
1/14/2023,Barishal,1,26.6,15.7,1.1,85
1/15/2023,Barishal,1,25.7,17.6,1.9,79
1/16/2023,Barishal,0,24.7,15.6,0,73
1/17/2023,Barishal,0,24.2,15.6,0,77
1/18/2023,Barishal,0,24,15.3,0,76
1/19/2023,Barishal,0,23.6,14.7,0,70
1/20/2023,Barishal,0,24.1,12.2,0,69
1/21/2023,Barishal,0,25.2,12.2,0,69
1/22/2023,Barishal,3,26.9,14.8,0,69
1/23/2023,Barishal,2,27.6,15.9,0,72
1/24/2023,Barishal,2,28.2,16.1,0,71
1/25/2023,Barishal,2,28.2,16.2,0,73
1/26/2023,Barishal,0,29,17.3,0,75
1/27/2023,Barishal,0,28.4,18.1,0,73
1/28/2023,Barishal,2,28.1,18.4,0,73
1/29/2023,Barishal,0,27.1,16.9,0,72
1/30/2023,Barishal,1,27.7,15.8,0,75
1/31/2023,Barishal,3,28.8,16,0,71
2/1/2023,Barishal,0,28.1,17.9,0,70
2/2/2023,Barishal,0,27,16.8,0,61
2/3/2023,Barishal,0,26.5,14.9,0,71
2/4/2023,Barishal,0,26.9,14.9,0,71
2/5/2023,Barishal,0,27.1,15.1,0,68
2/6/2023,Barishal,0,28.1,17.4,0,64
2/7/2023,Barishal,1,29.3,16.8,0,75
2/8/2023,Barishal,0,29.8,19.1,0,75
2/9/2023,Barishal,3,29,18.8,0.5,81
2/10/2023,Barishal,0,29.5,19.4,0,71
2/11/2023,Barishal,0,30.5,16.6,0,69
2/12/2023,Barishal,8,30.5,20.2,0,77
2/13/2023,Barishal,0,27.8,18.4,0,49
2/14/2023,Barishal,0,27.4,15.7,0,52
2/15/2023,Barishal,0,27.5,17.5,0,53
2/16/2023,Barishal,0,28.4,16.5,0,64
2/17/2023,Barishal,0,29.7,16.1,0,69
2/18/2023,Barishal,0,29.9,18.9,1.4,75
2/19/2023,Barishal,1,28.5,19.1,0.7,79
2/20/2023,Barishal,0,30.2,18.7,0,75
2/21/2023,Barishal,0,31.3,21.2,0,76
2/22/2023,Barishal,1,32.2,22.1,0.1,77
2/23/2023,Barishal,1,31.9,22.1,0.5,77
2/24/2023,Barishal,2,32.3,21,0,75
2/25/2023,Barishal,0,32.1,22.2,0,71
2/26/2023,Barishal,0,32.7,19.9,0,49
2/27/2023,Barishal,0,33.1,19.2,0,56
2/28/2023,Barishal,1,33.3,19.9,0,65
3/1/2023,Barishal,0,32.7,19.1,0,53
3/2/2023,Barishal,6,32.8,20.2,0,53
3/3/2023,Barishal,0,33.7,20.3,0,50
3/4/2023,Barishal,0,33.9,19.8,0,53
3/5/2023,Barishal,0,33.8,20,0,55
3/6/2023,Barishal,1,33.6,20.1,0,58
3/7/2023,Barishal,0,33.7,20.3,0,60
3/8/2023,Barishal,0,32.6,20.9,0,54
3/9/2023,Barishal,0,33.9,21.7,0,47
3/10/2023,Barishal,1,32.6,23,0,54
3/11/2023,Barishal,0,33.8,22.6,0,52
3/12/2023,Barishal,0,34.6,21.9,0,48
3/13/2023,Barishal,0,34.9,21,0,52
3/14/2023,Barishal,0,33.6,21.1,0.7,59
3/15/2023,Barishal,2,31.1,21.7,0.6,73
3/16/2023,Barishal,0,32,21.6,2.8,78
3/17/2023,Barishal,0,30,20.8,4.1,77
3/18/2023,Barishal,0,30.6,21.9,0,72
3/19/2023,Barishal,0,26.9,20.9,5.6,87
3/20/2023,Barishal,0,26.9,20,2.9,83
3/21/2023,Barishal,2,29,19.6,3.4,84
3/22/2023,Barishal,1,28.9,20.5,2.1,85
3/23/2023,Barishal,0,30.1,20,0.8,84
3/24/2023,Barishal,0,31.5,19.5,0,77
3/25/2023,Barishal,0,32.1,22.5,0.1,78
3/26/2023,Barishal,0,33.3,23.1,3.4,83
3/27/2023,Barishal,0,30.3,22.5,4.8,86
3/28/2023,Barishal,0,31.3,21.4,9.6,84
3/29/2023,Barishal,0,29.6,21.7,6.1,88
3/30/2023,Barishal,0,31.3,23.7,4,85
3/31/2023,Barishal,0,28.5,23.3,1.3,87
4/1/2023,Barishal,0,27.5,20.9,2.3,88
4/2/2023,Barishal,1,29.8,20.4,0.2,82
4/3/2023,Barishal,2,30.4,21.9,4.3,84
4/4/2023,Barishal,0,32.6,22.8,17.4,82
4/5/2023,Barishal,0,32.1,24,12.1,86
4/6/2023,Barishal,1,33.3,23.2,0,76
4/7/2023,Barishal,0,34,22.3,0,73
4/8/2023,Barishal,0,35,23,0,65
4/9/2023,Barishal,0,35.2,23.9,0,67
4/10/2023,Barishal,0,35.6,23.3,0,68
4/11/2023,Barishal,0,35.6,24.1,0,75
4/12/2023,Barishal,0,36.7,25,0,69
4/13/2023,Barishal,0,38.2,22.5,0,66
4/14/2023,Barishal,0,39,24.2,0,62
4/15/2023,Barishal,0,39.3,25,0,67
4/16/2023,Barishal,2,39.6,26.4,0,70
4/17/2023,Barishal,0,37.9,26.1,12.3,80
4/18/2023,Barishal,0,38.1,26.9,9.8,76
4/19/2023,Barishal,0,36.8,27.2,0,78
4/20/2023,Barishal,0,36.8,27.1,0,76
4/21/2023,Barishal,0,37.1,26,24.5,78
4/22/2023,Barishal,0,34.3,24.8,7.2,77
4/23/2023,Barishal,0,33,24.5,3.2,69
4/24/2023,Barishal,0,32.2,23.1,0.5,69
4/25/2023,Barishal,3,34,23.9,0.1,66
4/26/2023,Barishal,2,34.8,24.2,0,64
4/27/2023,Barishal,0,35.7,25,0.6,65
4/28/2023,Barishal,0,33.5,24,0.4,73
4/29/2023,Barishal,0,36.5,25.3,3.3,77
4/30/2023,Barishal,2,34.9,25.3,0,68
5/1/2023,Barishal,0,33.3,25,1.6,75
5/2/2023,Barishal,2,34,24.1,0,67
5/3/2023,Barishal,2,32.8,24.9,1.4,74
5/4/2023,Barishal,0,29.6,25.2,2.8,81
5/5/2023,Barishal,0,33.8,24.4,1.7,78
5/6/2023,Barishal,0,32.6,24.7,11.2,80
5/7/2023,Barishal,0,36.5,25.9,0,67
5/8/2023,Barishal,2,38.7,25.8,0,60
5/9/2023,Barishal,3,39.6,25.8,0.2,63
5/10/2023,Barishal,2,38.6,26.7,4.7,69
5/11/2023,Barishal,2,38,26.7,0,69
5/12/2023,Barishal,0,38.3,26.6,0,67
5/13/2023,Barishal,0,32.1,25,0.2,75
5/14/2023,Barishal,0,29.7,23.9,6.4,73
5/15/2023,Barishal,0,34,22.1,6.1,70
5/16/2023,Barishal,3,34.3,26.2,0.6,80
5/17/2023,Barishal,0,34.3,26.6,0.7,78
5/18/2023,Barishal,1,31.2,25.1,2.1,84
5/19/2023,Barishal,0,33.1,25.8,1.4,81
5/20/2023,Barishal,0,33.3,26.4,5,80
5/21/2023,Barishal,2,34.4,25.9,9.8,77
5/22/2023,Barishal,1,35,26.9,0.8,76
5/23/2023,Barishal,1,32.5,26.4,26.1,85
5/24/2023,Barishal,2,29,24.3,5.2,89
5/25/2023,Barishal,0,32.4,24.3,8.6,85
5/26/2023,Barishal,0,32.2,24.6,8,85
5/27/2023,Barishal,1,32.7,24.5,2.2,84
5/28/2023,Barishal,1,32.9,24.6,0.5,79
5/29/2023,Barishal,0,33.6,25.5,0,75
5/30/2023,Barishal,6,34.9,25.4,0,74
5/31/2023,Barishal,3,35.4,26.9,0,75
6/1/2023,Barishal,2,36.1,28,1.4,79
6/2/2023,Barishal,1,36,27.4,13.2,81
6/3/2023,Barishal,5,35.5,27.9,0.8,77
6/4/2023,Barishal,3,34.1,27.7,5.2,78
6/5/2023,Barishal,2,36.8,27,0,72
6/6/2023,Barishal,4,35.9,27.8,2.3,76
6/7/2023,Barishal,5,34.7,27.4,8.6,84
6/8/2023,Barishal,4,31.1,25.7,18.4,89
